Nanopore,Region_MA-MM-CR,Length_3way,Diff_MA-MA,Diff_CR-CR,Diff_MM-MM,Region_MA-MM,Length_MA-MM,Diff_MA-MA,Diff_MM-MM,Region_MA-CR,Length_MA-CR,Diff_MA-MA,Diff_CR_CR,Region_MM-CR,Length_MM-CR,Diff_MM-MM,Diff_CR-CR
5b2c63e3-3b04-4eb8-82cc-74788081b6e9,,,,,,,,,,,,,,,,,
5b2f20ca-faac-4bbc-9404-3aefd1ee109d,,,,,,,,,,,,,,,,,
5b2fc36a-84c9-4c56-8270-9175e0c0294b,,,,,,,,,,,,,,,,,
5b32cd8c-bd1a-4123-ba2b-878c1a5bd0f5,,,,,,,,,,,,,,,,,
5b34c1b3-97e2-4f65-a8c9-ca0c0a3ec9a1,,,,,,,,,,,,,,,,,
5b367a39-0863-482c-893d-925077f34733,,,,,,,,,,,,,,,,,
5b3921a6-93f9-4fc0-bdb3-3b0302834be5,,,,,,,,,,,,,,,,,
5b3a6839-d534-446f-bae9-0fa6daa7d9ba,,,,,,,,,,,,,,,,,
5b3ad742-acec-48e2-bb9d-bf6b172b8775,,,,,,,,,,,,,,,,,
5b3c9c28-4830-4f9d-bd4b-a361315534fb,,,,,,,,,,,,,,,,,
5b3cf56c-4df5-4bdf-8e82-06f20adf8b0e,,,,,,,,,,,,,,,,,
5b3dc3ab-5bbc-4e55-8654-87ed0c3eb424,,,,,,,,,,,,,,,,,
5b40f940-adb0-4b1c-a9f4-63ab36d553e8,,,,,,,,,,,,,,,,,
5b410d97-3f5d-4566-9669-0c4667c4c195,,,,,,,,,,,,,,,,,
5b441901-5591-439d-a5c8-da558d986985,,,,,,,,,,,,,,,,,
5b44f35c-a71f-47e2-9d69-5a127b0c67e9,,,,,,,,,,,,,,,,,
5b4a5981-c01e-4525-b0a9-51b234586fce,,,,,,,,,,,,,,,,,
5b4f038c-d3c2-4858-85a7-03b50709f630,,,,,,,,,,,,,,,,,
5b516d95-110b-4667-8bfd-52ab6f81a367,,,,,,,,,,,,,,,,,
5b51d5e1-a509-484a-8ebb-c61159208ec5,,,,,,,,,,,,,,,,,
5b53a56a-55f0-4e86-b4f9-c79c78013811,,,,,,,,,,,,,,,,,
5b595c6c-cf26-4156-97c8-50d2e219bbab,,,,,,,,,,,,,,,,,
5b5a8f80-d6fd-4e74-959b-7ac6e56eabf8,,,,,,,,,,,,,,,,,
5b5abe81-7bfd-4c14-a100-7881d62d8afd,,,,,,,,,,,,,,,,,
5b5bb950-9f99-4635-874a-060f006d83d5,,,,,,,,,,,,,,,,,
5b6108db-9fb1-4ef3-97d8-a4899dba8cb6,,,,,,,,,,,,,,,,,
5b62c327-c2c2-4888-9b87-985e04dc4aa9,,,,,,,,,,,,,,,,,
5b6503ea-0b5a-4b31-b312-af89bd3d4614,,,,,,,,,,,,,,,,,
5b655092-1a4e-4510-b2de-9102a0082ea3,,,,,,,,,,,,,,,,,
5b66d07a-0a93-4767-a330-c72ebea0f2f6,,,,,,,,,,,,,,,,,
5b6764b3-efda-4210-abb4-5f58c21bc244,,,,,,,,,,,,,,,,,
5b68f884-6e70-4b69-bb56-e70b6be50684,,,,,,,,,,,,,,,,,
5b6bf96a-d49b-42b2-8ecf-980e275b7eb4,,,,,,,,,,,,,,,,,
5b75a775-b60c-4c78-9f39-3843a6e5c3ff,,,,,,,,,,,,,,,,,
5b78624a-fa13-49cb-96bc-0432a228440c,,,,,,,,,,,,,,,,,
5b79e8f7-6fc2-4664-a4d0-285e689501fc,,,,,,,,,,,,,,,,,
5b80f8d7-3971-463e-b8bb-821a8e2de048,,,,,,,,,,,,,,,,,
5b84cd10-7172-4be8-95df-aff46b1b019c,,,,,,,,,,,,,,,,,
5b85b53f-773d-4b01-b222-661a07b1c7ff,,,,,,,,,,,,,,,,,
5b892577-3b31-47fd-8da8-f6dfcbe5958b,,,,,,,,,,,,,,,,,
5b8bc572-35cc-4acf-8957-b9ffa266b975,,,,,,,,,,,,,,,,,
5b929116-1ab2-4da3-9c09-ab0b6fd1ce52,,,,,,,,,,,,,,,,,
5b95a72d-4820-4714-a3d3-e96b99213ebc,,,,,,,,,,,,,,,,,
5b98924c-a48b-4381-ac0d-27afff2d870c,,,,,,,,,,,,,,,,,
5b999d54-0bd9-4d3c-97d7-785b588c8fbb,,,,,,,,,,,,,,,,,
5b9dbc17-2459-4b11-b9fd-0eb9370bcacb,,,,,,,,,,,,,,,,,
5b9dd25b-b6c7-47b2-b4b5-6865a43a53ba,,,,,,,,,,,,,,,,,
5b9e05af-a942-4922-9054-59c1b98f24e7,,,,,,,,,,,,,,,,,
5b9fe0bd-ad75-4299-b80b-ed88e147afb6,,,,,,,,,,,,,,,,,
5ba23da4-db45-4f21-93c7-767b907cddaf,,,,,,,,,,,,,,,,,
5ba6a483-fce3-469d-9719-2f123102564b,,,,,,,,,,,,,,,,,
5ba94c67-c50c-416e-87e2-6c827e462421,,,,,,,,,,,,,,,,,
5baa3901-77be-4ab9-a3e2-ab6cb65347f8,,,,,,,,,,251,9582,175,183,,,,
5babdff3-b0af-409d-bb5b-73354cb4f5f0,,,,,,,,,,,,,,,,,
5bacefdf-759b-4553-8eec-e3ab4e2711f9,,,,,,,,,,,,,,,,,
5bb6ae28-4d3c-42e9-8688-eb8698a96992,,,,,,,,,,,,,,,,,
5bb8d801-9459-441d-89b7-319d1ae5d37c,,,,,,,,,,,,,,,,,
5bbe9a45-ea33-4a54-8183-52d491b07fa2,,,,,,,,,,,,,,,,,
5bc3eeef-627b-4b43-b9d5-05d152b44e99,,,,,,,,,,,,,,,,,
5bc6edef-33bd-4bc9-ac5c-fe7175cce487,,,,,,,,,,,,,,,,,
5bcc00dd-6657-4031-807d-e5f8567d1179,,,,,,,,,,,,,,,,,
5bd0ef28-247a-4ef8-9f61-13454a4902ea,,,,,,,,,,,,,,,,,
5bd28724-3437-4126-94d6-c4296928cfdc,,,,,,,,,,,,,,,,,
5bd424b6-b5a3-4807-9322-8123ae9cd0be,,,,,,,,,,,,,,,,,
5bd4edb5-ddde-4cf1-acb1-9e7153002363,,,,,,,,,,,,,,,,,
5bd4ef35-570f-4944-a728-8ab3fb666ab0,,,,,,,,,,,,,,,,,
5bd80291-d261-4bd0-8668-17b1017acd1b,,,,,,,,,,,,,,,,,
5bd84053-41d6-4eed-927f-fa7335f30495,,,,,,,,,,,,,,,,,
5bdef4db-b4bc-4670-86eb-3edb0e1f7889,,,,,,,,,,,,,,,,,
5bdf4ac0-1a63-4d8a-81b0-51562353675c,,,,,,,,,,,,,,,,,
5be1ddb3-f533-4ee8-b192-5fb916d2175b,,,,,,,,,,,,,,,,,
5be26a3c-aabb-4f19-87bd-d65d8c784677,,,,,,,,,,,,,,,,,
5be2f3e4-c393-483d-b0a8-cd4b766cd462,,,,,,,,,,,,,,,,,
5be612a5-460b-44ce-8bf3-9d3d33141bf6,,,,,,,,,,,,,,,,,
5bf0bedf-9aac-4ba5-9963-97c29edef0e0,,,,,,,,,,,,,,,,,
5bf1933a-7046-40ad-b586-a1bd25a1de70,,,,,,,,,,,,,,,,,
5bf7c5ab-fedd-4e22-823a-33e5ef04945e,,,,,,,,,,,,,,,,,
5bfb2ada-e62c-4a55-8283-b1efaed90af8,,,,,,,,,,,,,,,,,
5bfb9569-8462-4e16-89e5-97896e2279d8,,,,,,,,,,,,,,,,,
5bfd207d-1921-462a-9c20-3ed4e107d9c1,,,,,,,,,,,,,,,,,
5bffda28-639a-475b-a487-6ef78959f442,,,,,,,,,,,,,,,,,
5c03403b-174e-43cd-8df3-4b7e2f814181,,,,,,,,,,,,,,,,,
5c057b00-3be3-466e-8850-b1c144ede63f,,,,,,,,,,,,,,,,,
5c07f558-aec5-4d04-ba3b-96764a1c19bd,,,,,,,,,,,,,,,,,
5c0b4456-12b8-4cb8-8d89-a483551e8caa,,,,,,,,,,,,,,,,,
5c0c4bc0-2438-408a-a5c9-ec8d71aac296,,,,,,,,,,,,,,,,,
5c0eaae9-7ac8-4ae3-a09c-7637546a3104,,,,,,,,,,,,,,,,,
5c10d2f5-5f62-4bcd-99c3-d42a330f6760,,,,,,,,,,,,,,,,,
5c147fc0-0a8c-4637-a4c2-26c78f85fbdb,,,,,,,,,,,,,,,,,
5c1748b1-6e82-4aca-a2d7-c14376ca18c6,,,,,,,,,,,,,,,,,
5c17be60-44de-49a9-8437-f12f7e08a158,,,,,,,,,,,,,,,,,
5c1a71a4-a885-4b48-834d-5413859bc37b,,,,,,,,,,,,,,,,,
5c201fd2-48a2-42f3-875a-21083ddc9431,,,,,,,,,,,,,,,,,
5c213e9c-dcfd-4e5b-9150-40cc4e0f7b3b,,,,,,,,,,,,,,,,,
5c22eeba-d6bc-408a-a5c8-2f68c4406751,,,,,,,,,,,,,,,,,
5c232c43-36d4-421c-b65e-084e950feeef,,,,,,,,,,,,,,,,,
5c29305f-f482-4c76-913c-ffc7ac7c959d,,,,,,,,,,,,,,,,,
5c2a408c-3f37-438c-98f0-7b7edcb9caf1,,,,,,,,,,,,,,,,,
5c2b31fe-ddae-47ad-a84c-2be4f010b756,,,,,,,,,,,,,,,,,
5c2cfb9c-337f-4c65-ab66-48840c1cb354,,,,,,,,,,,,,,,,,
5c31f1d7-3dcb-4be7-99e0-8330c3ff9c0e,,,,,,,,,,,,,,,,,
5c353a27-bcca-4d21-8cd0-d68a6274f7e0,,,,,,,,,,,,,,,,,
5c35a827-5373-42cc-9fa0-eb0a24c68a5d,,,,,,,,,,,,,,,,,
5c372856-3d72-4a96-9f94-c1cdbd8a69c9,,,,,,,,,,,,,,,,,
5c3a48f3-504b-435d-8d8c-736c9b63d6d0,,,,,,,,,,,,,,,,,
5c3aedcb-906a-43cc-8dbe-5c8a5c42affd,,,,,,,,,,,,,,,,,
5c3df384-dfc6-4f99-8a63-9535fe13ba04,,,,,,,,,,,,,,,,,
5c3fd9f6-ce6c-4ec1-a7b0-fc7389aba885,,,,,,,,,,,,,,,,,
5c411625-baeb-4805-baea-e6e658df8e43,,,,,,,,,,,,,,,,,
5c453fca-f919-4e6d-9f2e-520d69b27d85,,,,,,,,,,,,,,,,,
5c462790-c478-45dd-9bea-e9512caf8a28,,,,,,,,,,,,,,,,,
5c4841fe-7a16-4dc5-8439-d7eeefa97d8b,,,,,,,,,,,,,,,,,
5c4a22b9-a0ea-49a8-ba9e-1addbcc9470e,,,,,,,,,,,,,,,,,
5c4c9cb1-6e7d-4f53-9e0d-86d2e02b65b7,,,,,,,,,,,,,,,,,
5c4d840d-aeeb-492d-a4f7-17fdc9c5b92d,,,,,,,,,,,,,,,,,
5c520439-0b52-48a0-a34e-9e1664791716,,,,,,,,,,,,,,,,,
5c557b72-5b00-45c7-a1d4-fceaf85be65b,,,,,,,,,,,,,,,,,
5c576238-6c6e-4a77-93cd-3e2a8223382d,,,,,,,,,,,,,,,,,
5c5cd12d-3273-4be7-8e48-817d0564d5b4,,,,,,,,,,,,,,,,,
5c5d153c-1ab9-4449-b9b5-96441ec66c31,,,,,,,,,,,,,,,,,
5c61273b-d185-4490-8e2a-37ee3fff68f1,,,,,,,,,,,,,,,,,
5c63d61f-1723-4e82-a801-fb53cfd94d70,,,,,,,,,,,,,,,,,
5c7189c3-86ee-4131-b13b-676ebfcdaefe,,,,,,,,,,,,,,,,,
5c75bff3-1f3f-41a5-8796-ee1576161c1a,,,,,,,,,,,,,,,,,
5c786128-f05e-4477-94d6-bfad8739c7b1,,,,,,,,,,,,,,,,,
5c7eea90-b715-4a10-8c82-57366f6fd7a5,,,,,,,,,,,,,,,,,
5c82549c-5a05-4bb1-8211-ea8eb4de0762,,,,,,,,,,,,,,,,,
5c82fd1a-06c5-460e-88ed-38d568c4cec8,,,,,,,,,,,,,,,,,
5c83d1eb-5d98-4631-afc7-5cf88923f9b2,,,,,,,,,,,,,,,,,
5c840c7a-7db5-478b-a7b6-b203d5add8fb,,,,,,,,,,,,,,,,,
5c89c982-521e-4b2b-b438-01a4e1a9b53e,,,,,,,,,,,,,,,,,
5c8aa9b6-2ea5-4c47-8433-258390818357,,,,,,,,,,,,,,,,,
5c8bdc54-09f9-46e2-bddf-d98f87bae445,,,,,,,,,,,,,,,,,
5c92e915-b7cb-40d3-bd3a-2b1d2872d460,,,,,,,,,,,,,,,,,
5c942f2f-6c6c-406d-af9b-96ca4fed02a1,,,,,,,,,,,,,,,,,
5c95ca0a-9cc7-4d90-b384-64e2226e24c5,,,,,,,,,,,,,,,,,
5c997c98-9a6a-40f2-9e5a-abe8c8821484,,,,,,,,,,,,,,,,,
5c9c9bf9-7c25-431e-9f83-542a36694932,,,,,,,,,,,,,,,,,
5c9d8e5b-b2c0-4b0e-827f-980635986ca9,,,,,,,,,,,,,,,,,
5c9e7d72-8d93-4bd7-a295-5345fd7ed58f,,,,,,,,,,,,,,,,,
5ca272a6-3c45-482b-919e-00bb6edf21e2,,,,,,,,,,,,,,,,,
5ca5789c-8176-4f6e-be62-0a0be5ea1640,,,,,,,,,,,,,,,,,
5caa325f-c65b-4595-8a1e-9c866fe8fc50,,,,,,,,,,,,,,,,,
5caaa7e5-0745-4464-b2f7-45dc851c04ca,,,,,,,,,,,,,,,,,
5cac3c7b-9258-4d00-bbd5-72beaf37eced,,,,,,,,,,,,,,,,,
5cad0817-bd80-43cb-b2ad-3f330056d090,,,,,,,,,,,,,,,,,
5caec54a-bdd0-4adf-a2bf-3f1a7a34d7ea,,,,,,,,,,,,,,,,,
5caf54fc-8ad6-4362-b7b5-0f012d35a8bc,,,,,,,,,,,,,,,,,
5cafd28c-4850-41f1-8852-8202a1e82888,,,,,,,,,,,,,,,,,
5cb0aac0-11d0-4e49-9695-fdaf8457cf6a,,,,,,,,,,,,,,,,,
5cb1f366-6ba0-48c1-936f-f01e3c1f4025,,,,,,,,,,,,,,,,,
5cb2af3e-33d7-4e77-97da-bcfdb26369c2,,,,,,,,,,,,,,,,,
5cb771d1-3cee-4a29-acdc-aebc0cb5f07c,,,,,,,,,,,,,,,,,
5cb97adc-c081-4175-bc84-910f867582fe,,,,,,,,,,,,,,,,,
5cbbbe79-6f12-4e7f-ab39-c8fc20b7dd2b,,,,,,,,,,,,,,,,,
5cbccb22-22dc-4bab-a68f-a2bd4c60c674,,,,,,,,,,,,,,,,,
5cbe49bf-1037-4272-a960-0fcca87ad9bb,,,,,,,,,,,,,,,,,
5cc08264-92c5-4f0d-955c-9314e498bc26,,,,,,,,,,,,,,,,,
5cc4e806-2a1c-4f0f-bd21-f6de1d1f6d91,,,,,,,,,,,,,,,,,
5cc686e1-81ed-4e4c-bd1a-e25fbf6d8757,,,,,,,,,,,,,,,,,
5cc71e6c-7b8a-4bcb-9c09-58adcad26157,,,,,,,,,,,,,,,,,
5cc87e3b-a809-41a1-ab74-38514fdc982c,,,,,,,,,,,,,,,,,
5cce2b2b-3154-45c5-abfd-36ef81f8b83b,,,,,,,,,,,,,,,,,
5cce8a5c-7e34-4116-b990-610ebd430aea,,,,,,,,,,,,,,,,,
5cced01b-ec8f-4967-a840-4786ec7bf037,,,,,,,,,,,,,,,,,
5ccf36a0-ef6b-48b7-8539-0e4761042466,,,,,,,,,,,,,,,,,
5cd08e9b-71bf-4f88-924d-6d8c71ad0ab9,,,,,,,,,,,,,,,,,
5cd0f466-2da3-402c-98bb-2f28ce156dd4,,,,,,,,,,,,,,,,,
5cd2b948-6638-4dae-96a7-f5711430f49e,,,,,,,,,,,,,,,,,
5cdaa6d5-f20e-4c75-84aa-b640f0dd59b6,,,,,,,,,,,,,,,,,
5cdfb14a-6b02-4686-883c-26785d10924d,,,,,,,,,,,,,,,,,
5cea2288-4ba9-44c9-8657-10344453133f,,,,,,,,,,,,,,,,,
5ceb532b-e472-4132-b3c1-2bbee4a89360,,,,,,,,,,,,,,,,,
5cec7e0e-760c-44f9-9d65-1299b99bc35c,,,,,,,,,,,,,,,,,
5cf32f75-3af9-4907-90fb-77745b02b497,,,,,,,,,,,,,,,,,
5cf51cb3-cd61-4c82-bcb8-b4ddd1cf8440,,,,,,,,,,,,,,,,,
5cf7919f-483b-4f61-a43c-dc1a75b2d9ab,,,,,,,,,,,,,,,,,
5cfadf7b-9287-4b6d-9d8a-ae3c9dcd14e4,,,,,,,,,,,,,,,,,
5cfb5e9d-e4ff-42a2-8c4f-02a67476e09c,,,,,,,,,,,,,,,,,
5cfc1e82-b14b-4cf0-80dd-9852a41c3132,,,,,,,,,,,,,,,,,
5cfdcd18-8cf2-43f6-92e7-250099cd8390,,,,,,,,,,,,,,,,,
5cffa06c-fe35-4b70-abf6-bcf3f9957107,,,,,,,,,,,,,,,,,
5d035cf5-59a5-4171-a6e1-81e16b91e357,,,,,,,,,,,,,,,,,
5d05afc8-aba4-4146-a843-3b4fd536a73f,,,,,,,,,,,,,,,,,
5d0791bb-321c-42f7-9234-c214fa992d6f,,,,,,,,,,,,,,,,,
5d092fee-6976-4abc-99b4-2b7792c37aaa,,,,,,,,,,,,,,,,,
5d0e5f23-e739-41d7-a663-023c0fc92d04,,,,,,,,,,,,,,,,,
5d15dab6-586e-4c21-9706-43577c5c2c4b,,,,,,,,,,,,,,,,,
5d1ba03f-5e7e-4a9d-83fe-e2bee4ae73df,,,,,,,,,,,,,,,,,
5d1e429a-f7b6-4d21-b290-98f00ecb757f,,,,,,,,,,,,,,,,,
5d210d67-6964-4147-843c-3909ac841e22,,,,,,,,,,,,,,,,,
5d21db3e-f6e5-4e90-b13f-cc02be409cb7,,,,,,,,,,,,,,,,,
5d2b9d4e-45f3-439c-9182-cb0ebc07d55b,,,,,,,,,,,,,,,,,
5d2bd696-b5d3-4586-a0b2-5820d32762c7,,,,,,,,,,,,,,,,,
5d33d929-7440-47bd-b674-a5b02b4f442b,,,,,,,,,,,,,,,,,
5d3a0205-bcac-42a5-af44-1d0d91b9b85d,,,,,,,,,,,,,,,,,
5d3cf1e6-1257-4968-9f08-988728f5f2a1,,,,,,,,,,,,,,,,,
5d3d6632-b4f5-4d7c-b65f-e9c3babc5509,,,,,,,,,,,,,,,,,
5d3e6897-f538-4e64-8526-857b41e09cf3,,,,,,,,,,,,,,,,,
5d4085bd-73c0-4d36-81cc-b8ee1aeb9921,,,,,,,,,,,,,,,,,
5d40d8fd-f61f-4195-89ec-5d283f6a45cb,,,,,,,,,,,,,,,,,
5d41b813-37c9-4f24-9572-dfcac381bd23,,,,,,,,,,,,,,,,,
5d4489b0-dc2d-48f6-a68d-77545cfb51b5,,,,,,,,,,,,,,,,,
5d458e07-9da1-4923-839e-83bd99e65d2f,,,,,,,,,,,,,,,,,
5d45a8eb-1138-4db3-82d9-920b014608c7,,,,,,,,,,,,,,,,,
5d45d020-d4d7-49f8-ac79-77485f42157d,,,,,,,,,,,,,,,,,
5d460969-9f87-4a67-9a25-73576970b3d3,,,,,,,,,,,,,,,,,
5d48b51e-6bd8-4556-aa34-358995fa6100,,,,,,,,,,,,,,,,,
5d4e338c-4485-4dc8-86b1-21b150ff8827,,,,,,,,,,,,,,,,,
5d503997-d589-44eb-9fc2-55fcf9bc8d8b,,,,,,,,,,,,,,,,,
5d53aa3d-929e-4060-8660-69f8e2c85aa2,,,,,,,,,,,,,,,,,
5d568487-cdbc-4331-b675-3d789a3530cd,,,,,,,,,,,,,,,,,
5d576c57-3603-4d1c-9bf1-3d09423245f2,,,,,,,,,,,,,,,,,
5d5916ed-5724-475e-8200-165370335187,,,,,,,,,,,,,,,,,
5d5bbf88-288d-452c-a76e-50cf39c7ae57,,,,,,,,,,,,,,,,,
5d5d518f-485f-48e8-9bf1-ca9ca96ca435,,,,,,,,,,,,,,,,,
5d613eb9-c36a-4ae5-b503-62333ca71cd1,,,,,,,,,,,,,,,,,
5d614d52-95c5-4e4c-b94f-c73c13d0ae00,,,,,,,,,,,,,,,,,
5d61d76b-166b-4065-8e1f-ed750cada3e5,,,,,,,,,,,,,,,,,
5d6615d2-7349-431b-836c-5a1ce8eb10b0,,,,,,,,,,,,,,,,,
5d6c631b-7de0-42e1-b56d-f86c5ef0cc8d,,,,,,,,,,,,,,,,,
5d7421c1-80e7-4cea-8fba-22a14f8842a7,,,,,,,,,,,,,,,,,
5d751156-b74a-45ed-96cb-e5d6eac7b74b,,,,,,,,,,,,,,,,,
5d776f49-8c1e-4939-be3c-ae60110f5872,,,,,,,,,,,,,,,,,
5d77efba-4db5-44eb-8311-3d967297e519,,,,,,,,,,,,,,,,,
5d785123-8f35-47fd-af89-350d0b1d82f3,,,,,,,,,,,,,,,,,
5d79ce9d-2d28-4988-a5b6-adc9016d0590,,,,,,,,,,,,,,,,,
5d8547ee-9bb9-44bd-8901-3ee26f1f2ddf,,,,,,,,,,,,,,,,,
5d8bbee6-84c3-4df4-9847-2ab24744731c,,,,,,,,,,,,,,,,,
5d8bde24-5a79-47db-8718-4f587ce24451,,,,,,,,,,,,,,,,,
5d98c45a-1621-437d-8c7a-fe771d07c7d6,,,,,,,,,,,,,,,,,
5d99a73f-0e3a-4971-9d88-ffc14cc492e8,,,,,,,,,,,,,,,,,
5d99b50e-4b33-4e84-bfd9-c32b16ae1da7,,,,,,,,,,,,,,,,,
5d9c8631-dffe-4d68-af91-3ba4d4661b91,,,,,,,,,,,,,,,,,
5da95667-d107-4cd8-88ac-966948391ce4,,,,,,,,,,,,,,,,,
5daf277c-c3f7-40fb-99e4-d3365fced7dc,,,,,,,,,,,,,,,,,
5db19007-3f67-4a52-baf7-b15cce2212ff,,,,,,,,,,,,,,,,,
5db25790-e4f4-45a8-a257-aeb2dc8f8a5c,,,,,,,,,,,,,,,,,
5db2ff0a-e38c-4eb7-9cd9-a93bcda4a76a,,,,,,,,,,,,,,,,,
5db3ccc1-940f-4d0e-9df8-aca134aaf1b4,,,,,,,,,,,,,,,,,
5dc00e6e-4589-4fcc-bcab-4689bcb7e9ff,,,,,,,,,,,,,,,,,
5dc26e9e-a57a-42d3-ad95-ae8cae5ac678,,,,,,,,,,,,,,,,,
5dc7e384-b81d-470e-909a-a51278c76a42,,,,,,,,,,,,,,,,,
5dc8fb4f-644c-4ab2-b5f7-56238e56b7b2,,,,,,,,,,,,,,,,,
5dc93580-b461-4871-9f3b-291c49bdaec2,,,,,,,,,,,,,,,,,
5dc99180-64fd-4bb3-ae2c-f1d8fb0f7cb5,,,,,,,,,,,,,,,,,
5dcf41dc-076f-4293-83b2-23b5acbe469e,,,,,,,,,,,,,,,,,
5dd13202-0664-422a-9997-5338684ec179,,,,,,,,,,,,,,,,,
5dd25563-e7a1-48a3-974f-16a1d7804be6,,,,,,,,,,,,,,,,,
5dd2d181-bf54-4f17-a699-2a253fbc7db2,,,,,,,,,,,,,,,,,
5dd41fc1-baec-4446-a5f6-4bc6ceeb5dd8,,,,,,,,,,,,,,,,,
5dd9402a-f4ae-4019-b2b9-02b89f606a39,,,,,,,,,,,,,,,,,
5dd94bed-e111-4fe0-a007-41f6ed466088,,,,,,,,,,,,,,,,,
5de04a8f-aae3-4a12-886e-2f3f097ba196,,,,,,,,,,,,,,,,,
5de11c4d-d60f-4c68-aae5-9bde78dfffc8,,,,,,,,,,,,,,,,,
5de17c1b-b15a-49ee-9e61-6bb98a21d051,,,,,,,,,,,,,,,,,
5de22a1e-29ea-48e6-a994-9c10def194fd,,,,,,,,,,,,,,,,,
5de29691-efe9-4288-9619-80189671e06e,,,,,,,,,,,,,,,,,
5de65a94-34ee-4e8b-942a-21ed809a9bf8,,,,,,,,,,,,,,,,,
5de6db82-589f-4484-ba39-1bad01a75dd0,,,,,,,,,,,,,,,,,
5de92400-259f-4a71-bce3-10b7f168696e,,,,,,,,,,,,,,,,,
5de9c198-3cdd-4e46-8caf-4c71f1950e54,,,,,,,,,,,,,,,,,
5deb138b-352f-407a-a8cc-3455d41a48cd,,,,,,,,,,,,,,,,,
5dec83a8-8275-405a-a436-8d1688ef4de7,,,,,,,,,,,,,,,,,
5def0c26-0ce8-4835-967a-c3db0eaef6ce,,,,,,,,,,,,,,,,,
5df01c01-8e62-4cb8-9ba7-c7641d325d18,,,,,,,,,,,,,,,,,
5df4e4f6-b55a-4b24-a795-97641410fe84,,,,,,,,,,,,,,,,,
5df6fbbb-159e-4dba-9f04-8487b5aa5ce8,,,,,,,,,,,,,,,,,
5df7342e-6818-4ad9-80e2-bc9213a51a01,,,,,,,,,,,,,,,,,
5dfefa96-03fd-4c3c-a60e-de57da93a6ca,,,,,,,,,,,,,,,,,
5dffc28d-6779-4769-982d-82d88b1c8a80,,,,,,,,,,,,,,,,,
5e030e4c-e34e-4857-9457-dfbf9aec8af2,,,,,,,,,,,,,,,,,
5e057f4a-b00b-4786-930c-f2660e7c0d0b,,,,,,,,,,,,,,,,,
5e0bee73-610d-4d23-9c64-b8b13eceebde,,,,,,,,,,,,,,,,,
5e0d1dc2-5547-4c84-9ebd-f53ddf3bdf3e,,,,,,,,,,,,,,,,,
5e0d210c-2f8d-427e-9bd3-bb777142ec28,,,,,,,,,,,,,,,,,
5e0d7528-b57e-4159-bd40-d42f1f82838d,,,,,,,,,,,,,,,,,
5e0ebbb7-7d8f-41aa-9ae2-a5a52027b6de,,,,,,,,,,,,,,,,,
5e10915c-6908-4f51-b25b-6212a1b52a84,,,,,,,,,,,,,,,,,
5e12ab29-2fd1-4ca8-8077-27d05b5f1b49,,,,,,,,,,,,,,,,,
5e12bc17-4375-429a-b66f-2f3d499a58d6,,,,,,,,,,,,,,,,,
5e1523ba-4155-46fe-aa10-763f683b7b11,,,,,,,,,,,,,,,,,
5e167ee3-05e8-4e81-a521-0a02dac52dc8,,,,,,,,,,,,,,,,,
5e17e5aa-94e6-406d-8427-30b11d109e84,,,,,,,,,,,,,,,,,
5e18bad5-f623-43aa-8fbf-945bf0a97833,,,,,,,,,,,,,,,,,
5e1ad077-f2fc-473e-ace5-3deb3ae363fb,,,,,,,,,,,,,,,,,
5e1c218f-1a36-47e0-b474-237c28b20dc1,,,,,,,,,,,,,,,,,
5e1c434f-a94b-4e9a-ba09-5941fed1e286,,,,,,,,,,,,,,,,,
5e21e0fd-b0a0-48ab-af48-f2ef094d5da5,,,,,,,,,,,,,,,,,
5e242413-6a6a-4c0a-9028-d8871dfdd029,,,,,,,,,,,,,,,,,
5e2490f8-3eed-4c48-953c-cd14c9329018,,,,,,,,,,,,,,,,,
5e26ca91-df85-40d0-8348-e5741452f0a2,,,,,,,,,,,,,,,,,
5e27640d-7f83-4100-a4d3-0be5ab5391a5,,,,,,,,,,,,,,,,,
5e2aa157-540e-4980-9843-0a5a1567b9d8,,,,,,,,,,,,,,,,,
5e2bb7b6-6820-4b71-8ea1-25e166013ee8,,,,,,,,,,,,,,,,,
5e2ea51f-e52c-4bee-abba-279875c0f38a,,,,,,,,,,,,,,,,,
5e2f43fc-2b72-40c8-9ad2-dcc5b11f30c2,,,,,,,,,,,,,,,,,
5e324786-cdff-4315-b3b5-d214af26f5fd,,,,,,,,,,,,,,,,,
5e369f09-b409-42b9-a1a8-191821ab3fbf,,,,,,,,,,,,,,,,,
5e37185b-610c-46c1-85fe-da01bce6720d,,,,,,,,,,,,,,,,,
5e3c48e5-943e-4585-8ab4-d94e515ffd6f,,,,,,,,,,,,,,,,,
5e3ee583-f33f-4453-8955-279d359d864e,,,,,,,,,,,,,,,,,
5e3fef9b-eab7-4f40-968a-6da6f76cc8b0,,,,,,,,,,,,,,,,,
5e412636-fce0-476a-a618-5edfd2945d9c,,,,,,,,,,,,,,,,,
5e43546e-cf4f-4445-b11f-a2637bd47f00,,,,,,,,,,,,,,,,,
5e4518a7-4cb7-4ba5-85d1-12f98b840f0a,,,,,,,,,,,,,,,,,
5e465941-d6d8-4942-9f2c-7d2ff9c9bab3,,,,,,,,,,,,,,,,,
5e470e6a-a524-45bf-9870-21c2cae2c75e,,,,,,,,,,,,,,,,,
