Nanopore,Region_MA-MM-CR,Length_3way,Diff_MA-MA,Diff_CR-CR,Diff_MM-MM,Region_MA-MM,Length_MA-MM,Diff_MA-MA,Diff_MM-MM,Region_MA-CR,Length_MA-CR,Diff_MA-MA,Diff_CR_CR,Region_MM-CR,Length_MM-CR,Diff_MM-MM,Diff_CR-CR
2464d734-1a69-44a5-9e9b-88b2e63c62f2,,,,,,,,,,,,,,,,,
2465882f-6477-4e7e-b45e-38d6d1e072fb,,,,,,,,,,,,,,,,,
24660784-d311-4455-914c-d49282249cef,,,,,,,,,,,,,,,,,
2468748c-2045-458b-9505-127fc268d511,,,,,,,,,,,,,,,,,
246c662d-d1e2-4d9b-8757-6b38412e6a0f,,,,,,,,,,,,,,,,,
246c8fe6-7912-4e9f-9abd-52dba14f1774,,,,,,,,,,,,,,,,,
246f22d3-aa41-449d-85ef-64a7a306e084,,,,,,,,,,,,,,,,,
2473892a-42a8-4991-a632-babbffb40ed3,,,,,,,,,,,,,,,,,
247486b0-b262-4851-a6df-b66133af2c67,,,,,,,,,,,,,,,,,
24757835-d548-4ba5-801f-da02c7e5aa2d,,,,,,,,,,,,,,,,,
2479a950-57cf-4713-8adb-9d549ce2a079,,,,,,,,,,,,,,,,,
247a48cc-7f04-484c-ac2d-91bd8f5d96af,,,,,,,,,,,,,,,,,
247cef62-9247-41a3-b658-31cfd92906b5,,,,,,,,,,,,,,,,,
247eaecd-ae42-433f-a4a8-61d259d3edbd,,,,,,,,,,,,,,,,,
24812df9-7cb6-458c-9186-afb8669a7cc7,,,,,,,,,,,,,,,,,
2481ec1c-aed7-429f-949c-4fcd19774748,,,,,,,,,,,,,,,,,
2486741b-a0e9-474f-add3-f1a5013e7cde,,,,,,,,,,,,,,,,,
2496bcbe-4b74-4340-903d-d5155c5bbf35,,,,,,,,,,,,,,,,,
2498d986-46d7-4ca6-ab9a-a2b80bcdef90,,,,,,,,,,,,,,,,,
249b625f-ac1d-4d23-93d8-a3f9a36ec355,,,,,,,,,,,,,,,,,
249e0bf6-c904-466e-8f70-cde08aacc6b7,,,,,,,,,,,,,,,,,
249e6a0e-9ce5-44a9-b7f8-4d4d3bc5c94f,,,,,,,,,,,,,,,,,
249f04cd-7a17-4f06-9207-c1832685c6f8,,,,,,,,,,,,,,,,,
24a215a4-a3e0-45ea-8690-0aa16f53ee46,,,,,,,,,,,,,,,,,
24a52ed8-b936-48e4-b42c-ff9680913628,,,,,,,,,,,,,,,,,
24a6e38a-c97b-4c80-ba4b-38a2172a7f0e,,,,,,,,,,,,,,,,,
24a96f35-b363-49dd-b53c-181e028d41b7,,,,,,,,,,,,,,,,,
24aee667-6fc2-424d-b5b6-62ed9e5fbe57,,,,,,,,,,,,,,,,,
24b08245-3ca2-4f08-8f7a-d62d6cc7b088,,,,,,,,,,,,,,,,,
24b18ceb-819c-4692-b8c5-e33b408ffeae,,,,,,,,,,,,,,,,,
24b6e41c-eba7-4330-ace2-46b774d41916,,,,,,,,,,,,,,,,,
24b7a0ab-9634-4e70-8a67-c3249532ab52,,,,,,,,,,,,,,,,,
24bb6e71-6d95-4ca7-b527-a8c49f049ebe,,,,,,,,,,,,,,,,,
24bde28b-5ecf-4f0d-95dd-39f04e7ba608,,,,,,,,,,,,,,,,,
24bf146f-5fb7-4b4a-8f8d-aa9fbb01510a,,,,,,,,,,,,,,,,,
24bfc773-7b6e-4ed2-895a-74c5e67609a2,,,,,,,,,,,,,,,,,
24c00ae9-dd8e-449a-beb0-4e3a091b6009,,,,,,,,,,,,,,,,,
24c2a84a-9b3e-4b09-9038-20c1d68dceaf,,,,,,,,,,,,,,,,,
24c484f8-0982-497f-a31e-b50bed36a679,,,,,,,,,,,,,,,,,
24c5e129-4dc2-4050-86c7-ad26224103cd,,,,,,,,,,,,,,,,,
24caa033-7782-4950-b9e6-bb9d5d22810c,,,,,,,,,,,,,,,,,
24cafcdb-e198-47fc-b2e0-c9f416a49c89,,,,,,,,,,,,,,,,,
24d0de73-445b-406d-a57e-3ca2296f75aa,,,,,,,,,,,,,,,,,
24d3dc86-42fb-4b5e-966f-3c9b56f6c6e4,,,,,,,,,,,,,,,,,
24d5fd90-6c66-4115-80bc-403eeef6abe1,,,,,,,,,,,,,,,,,
24db9a9c-2a16-43a3-bfb4-a603b8b2b5c4,,,,,,,,,,,,,,,,,
24e1279e-5cf0-4e07-a00a-f4931d6d9700,,,,,,,,,,,,,,,,,
24e60e55-865f-4ef6-9df5-2971ca3a7811,,,,,,,,,,,,,,,,,
24e6d2e2-c63e-422f-8dc6-ed7fdefc8cf2,,,,,,,,,,,,,,,,,
24e71ea1-e802-4fe0-9eae-73ebc1242a4c,,,,,,,,,,,,,,,,,
24e82224-6f77-4342-866f-8cb0b4563941,,,,,,,,,,,,,,,,,
24ea2f0c-db4a-4054-81b4-1b431fc287c8,,,,,,,,,,,,,,,,,
24eb5bca-c358-4304-ac81-10f0bde4c64c,,,,,,,,,,,,,,,,,
24eb641d-b954-4e41-9938-23506e26d0fc,,,,,,,,,,,,,,,,,
24ecefaa-61f2-4592-aab9-bed28359d8ec,,,,,,,,,,,,,,,,,
24edd2ab-a3f4-4029-91b7-3d19964ba89f,,,,,,,,,,,,,,,,,
24f0c4e0-9255-4373-881a-c4fafaf6c5fa,,,,,,,,,,,,,,,,,
24f3f210-f873-4d42-b79f-c8f27b46c857,,,,,,,,,,,,,,,,,
24f4494a-d943-4d8c-8504-39c96c0b22ab,,,,,,,,,,,,,,,,,
24f4b273-e283-4b1e-aa45-1a514d9730cc,,,,,,,,,,,,,,,,,
24f4cb1f-03be-4bc4-b4f4-0080f131f778,,,,,,,,,,,,,,,,,
24fa7b25-ebe8-4c77-a6b4-f349d3b32197,,,,,,,,,,,,,,,,,
25044d16-803e-4414-9e74-58bbcd56a70c,,,,,,,,,,,,,,,,,
25068fb6-5a28-4b06-81b9-6ee9a373d43f,,,,,,,,,,,,,,,,,
25077557-2371-4928-93bf-71bbd8fc53c7,,,,,,,,,,,,,,,,,
250a5d8c-dbba-4fd1-9be8-0f18c289bf82,,,,,,,,,,,,,,,,,
250c39b2-7140-45c0-96a5-cc9761ac61af,,,,,,,,,,,,,,,,,
250c98a1-ec80-4a8f-b1cd-86cf13e2eb12,,,,,,,,,,,,,,,,,
25108d31-fdf9-4a24-abae-e81d8c5bc1cf,,,,,,,,,,,,,,,,,
2512411a-e40d-4ed5-a3b7-a2bd48ab28f9,,,,,,,,,,,,,,,,,
25125e71-9f59-4ce0-95c9-44ec9132d3f4,,,,,,,,,,,,,,,,,
2513362c-80e2-41e8-990a-0d3f880266de,,,,,,,,,,,,,,,,,
25184eef-9d65-4555-adf9-4f1354774656,,,,,,,,,,,,,,,,,
251c5da4-9473-40d0-af72-153bd5d402b6,,,,,,,,,,,,,,,,,
251ce836-b742-42b9-ac35-b7dd5a2601e8,,,,,,,,,,,,,,,,,
251ec456-f46f-4701-9fd7-40693b2d93d0,,,,,,,,,,,,,,,,,
25234cfd-de84-4fc5-9444-0bbb064e203c,,,,,,,,,,,,,,,,,
25279587-c536-49fd-802d-fb313ff595f2,,,,,,,,,,,,,,,,,
252f0f5d-d0bf-434e-8aaf-baecc6f925f0,,,,,,,,,,,,,,,,,
253073bf-7ca4-4456-839a-1a909e08609c,,,,,,,,,,,,,,,,,
2533df70-e5b2-4c65-a0eb-d97b3125d49e,,,,,,,,,,,,,,,,,
253609f3-d477-4e9b-98c2-e0fea5323525,,,,,,,,,,,,,,,,,
253b3653-71d8-4989-9a9b-e3bf9978acb0,,,,,,,,,,,,,,,,,
253d8510-bf34-4ca3-a746-2f992174a715,,,,,,,,,,,,,,,,,
253e067b-f2a2-43ce-9045-8a2d796bfa06,,,,,,,,,,,,,,,,,
253e439d-334a-48d5-a4a8-bd28659b72fa,,,,,,,,,,,,,,,,,
25415b7f-8136-42e0-ac2b-7b4fd45e6906,,,,,,,,,,,,,,,,,
2544a74a-78fd-45e4-8334-5e95c6d7f6bd,,,,,,,,,,,,,,,,,
2546940c-bee3-423f-8c4e-1446b59e521c,,,,,,,,,,,,,,,,,
2548149f-321e-4d90-b227-b53a367480fc,,,,,,,,,,,,,,,,,
254d6269-6a48-4298-99c4-1b6fd14bf0bb,,,,,,,,,,,,,,,,,
254ff8ab-3b61-4f7c-afaa-f0f9fb1ee7e1,,,,,,,,,,,,,,,,,
2550d243-b122-4dc3-aeb3-4cc41f6329f5,,,,,,,,,,,,,,,,,
2552b697-13d7-4d20-b6c1-5c8585253acb,,,,,,,,,,,,,,,,,
25547f41-6ba9-4b34-9452-bc0ad5106d93,,,,,,,,,,,,,,,,,
255944c7-060d-4a65-955a-7e7ef99bbdd0,,,,,,,,,,,,,,,,,
25620a6c-954c-426f-89a2-1dc09c9c2737,,,,,,,,,,,,,,,,,
256234ec-a0f1-4d57-9785-632e554e1bc8,,,,,,,,,,,,,,,,,
25638a62-371e-417c-9fa6-d72aa9c54714,,,,,,,,,,,,,,,,,
2563f084-94e1-4b76-8d32-b1d4fdbbaa60,,,,,,,,,,,,,,,,,
2564715b-3863-4966-b8bf-c43a03ec043a,,,,,,,,,,,,,,,,,
2564d64f-485b-4aa7-91d8-e689105328de,,,,,,,,,,,,,,,,,
256a41f9-d5f0-4a0d-9354-eec515035919,,,,,,,,,,,,,,,,,
256cc7e1-06a5-4351-ab37-038f4248c766,,,,,,,,,,,,,,,,,
256e119b-d222-4637-8e9a-6ce72b1589c8,,,,,,,,,,,,,,,,,
256e6fff-fa4c-4e12-a842-952a33fd485c,,,,,,,,,,,,,,,,,
25704f80-237e-42e1-b4a1-93179c71e6aa,,,,,,,,,,,,,,,,,
2575519b-e5ec-4024-9fbe-34205a174e5f,,,,,,,,,,,,,,,,,
25761582-0c63-4261-af9c-e5a85b6b568d,,,,,,,,,,,,,,,,,
257c45b2-8229-43e1-b264-72a2ebd126b7,,,,,,,,,,,,,,,,,
257e922f-2a9b-4053-9298-e10f6d4ae8de,,,,,,,,,,,,,,,,,
257e94fa-ecfd-4a4b-8158-1ba01a286c48,,,,,,,,,,,,,,,,,
25801862-9eaa-43bf-bdcf-6969f1ae6c21,,,,,,,,,,,,,,,,,
258467ad-5f0d-430e-b6be-a7f068f928a9,,,,,,,,,,,,,,,,,
258d162e-c1c4-4111-a0f7-880a4201e633,,,,,,,,,,,,,,,,,
259084a1-5e30-4b7b-9c11-d3da1d9d2a40,,,,,,,,,,,,,,,,,
2591d822-700d-4530-9480-d1d938d04d96,,,,,,,,,,,,,,,,,
259a830b-1ee2-4c18-8da9-faae19e8103d,,,,,,,,,,,,,,,,,
259a83ac-7bce-4053-8864-c50de70991a4,,,,,,,,,,,,,,,,,
259cba88-a122-4e08-b48e-115eabe0d5e4,,,,,,,,,,,,,,,,,
25a1f7a5-6d30-4e71-8ff1-8b8c16a9056f,,,,,,,,,,,,,,,,,
25a71790-e225-4a4f-8bc0-a86b23bebe0a,,,,,,,,,,,,,,,,,
25a71c84-b39d-4652-8aa0-f9e344615aaa,,,,,,,,,,,,,,,,,
25a7b450-0e97-41a3-a3b7-1f4936af6c9a,,,,,,,,,,,,,,,,,
25a89490-1879-4df5-aa09-bbc1e9ba0565,,,,,,,,,,,,,,,,,
25a8a67c-45af-40f3-bec6-f3b94cf1d205,,,,,,,,,,,,,,,,,
25a9ab0f-cc73-471d-a7af-d269dc5599f3,,,,,,,,,,,,,,,,,
25afc778-b0d9-4e06-809b-38922c9839ee,,,,,,,,,,,,,,,,,
25b2e55d-134b-4cf3-80f5-7fb4cd80728f,,,,,,,,,,,,,,,,,
25b2f3a4-c533-489f-8535-23b4d75ec3d1,,,,,,,,,,,,,,,,,
25b817c7-3f67-4534-9b73-3328f014e342,,,,,,,,,,,,,,,,,
25b95421-fbd3-4a70-aa6a-4541e96b6463,,,,,,,,,,,,,,,,,
25b98a0f-adfa-4ffe-ac9a-74f66b03efa6,,,,,,,,,,,,,,,,,
25bc6881-5eb5-4890-97fd-146d2d84869d,,,,,,,,,,,,,,,,,
25bf47e5-4853-4ae6-b221-ad11f7217b17,,,,,,,,,,,,,,,,,
25c3686a-e65f-4013-bffe-4b399195948c,,,,,,,,,,,,,,,,,
25c6ebe4-a6de-4fd6-b568-1560e1aa9762,,,,,,,,,,,,,,,,,
25cd125a-a5f4-4989-99f4-cb578bfb3c8c,,,,,,,,,,,,,,,,,
25cd391b-69a3-46d5-9849-59661eabb38d,,,,,,,,,,,,,,,,,
25d46b47-2c36-42c2-9681-0d2fe084dcfa,,,,,,,,,,,,,,,,,
25d57954-4610-4494-ab81-39ca69d2eb43,,,,,,,,,,,,,,,,,
25d77f21-aece-4b7c-b361-de7f5f0bede6,,,,,,,,,,,,,,,,,
25d9b4df-0e93-4f54-9cf8-24e0a17140d9,,,,,,,,,,,,,,,,,
25dfdc8b-baa2-44f0-999d-23c2fcaff374,,,,,,,,,,,,,,,,,
25e2af5f-64f8-4371-a50a-e8900f1a7f11,,,,,,,,,,,,,,,,,
25e3e9a5-2ad3-4b44-9eee-182dd32c6d0d,,,,,,,,,,,,,,,,,
25e48774-3892-4864-b8e3-5de903cae3f6,,,,,,,,,,,,,,,,,
25e6b90d-1a41-4fa1-acef-f6ca04f009d7,,,,,,,,,,,,,,,,,
25e7ccfb-6d92-46ca-bb56-78a16bb33649,,,,,,,,,,,,,,,,,
25e81e7c-1e0d-4936-89b5-f23aef7eab3c,,,,,,,,,,,,,,,,,
25ecfae3-2680-447e-8b1b-3845f2df1059,,,,,,,,,,,,,,,,,
25f009bd-4b97-437a-bab1-c78e578183fe,,,,,,,,,,,,,,,,,
25f1db4d-3ba7-4431-b106-2e867498b70c,,,,,,,,,,,,,,,,,
25f24d5b-312c-48d4-9c51-cd16e7d5ac41,,,,,,,,,,,,,,,,,
25f326fd-7a17-4c68-ab91-6bccb97c2523,,,,,,,,,,,,,,,,,
25f5b44c-acb0-431e-9197-cbce1d80a926,,,,,,,,,,,,,,,,,
25f7adb2-fc6f-4fdf-bb43-5287188e9a4e,,,,,,,,,,,,,,,,,
25fb1295-e061-4bc0-9499-b32a604d6ba2,,,,,,,,,,,,,,,,,
260407ab-2653-48d6-a477-a5ab0a024195,,,,,,,,,,,,,,,,,
26041cbe-bf7a-46ef-b37b-af98ec241db7,,,,,,,,,,,,,,,,,
26047078-49f9-41b9-a050-10940f951463,,,,,,,,,,,,,,,,,
260d83a4-e121-42a1-b54d-ac914f610f2e,,,,,,,,,,,,,,,,,
2612b6d7-37cf-441c-a9af-325713a04b71,,,,,,,,,,,,,,,,,
2612bef5-27b3-4576-aa5a-7235fbcd2b28,,,,,,,,,,,,,,,,,
2616bb8a-6213-4fa6-9ecd-15489b4127df,,,,,,,,,,,,,,,,,
26182489-969b-4715-b6f7-4a09575bb8b8,,,,,,,,,,,,,,,,,
2618361d-34a1-4594-b399-fcf6325ddfd3,,,,,,,,,,,,,,,,,
261aff46-8e0b-46ef-8afd-76088ca6823a,,,,,,,,,,,,,,,,,
261b66d2-fb0e-486e-b017-f960ba117f9c,,,,,,,,,,,,,,,,,
261c6ee0-30db-4c35-8f8f-dfdbbd541d65,,,,,,,,,,,,,,,,,
26263e82-a78f-4ab8-91db-563044163b20,,,,,,,,,,,,,,,,,
26280827-c05e-4d78-bdbc-a30e8a88c88e,,,,,,,,,,,,,,,,,
262b9c3f-dbff-4e56-9d65-3dcd569f6031,,,,,,,,,,,,,,,,,
26303724-7a18-495b-b510-52c2e20b0a39,,,,,,,,,,,,,,,,,
2630be84-be75-477f-9854-b3a89acd6455,,,,,,,,,,,,,,,,,
26354ad2-fffb-4c8b-88a9-f00fe065dd95,,,,,,,,,,,,,,,,,
263c499d-dd72-4a99-9a14-15fdf7961c1c,,,,,,,,,,,,,,,,,
263d28da-852d-49eb-b471-d22bac2f5796,,,,,,,,,,,,,,,,,
263d7725-9435-43f5-a586-6b497c5dfb92,,,,,,,,,,,,,,,,,
263edc7a-d94b-4231-8f00-13654f9ee2c1,,,,,,,,,,,,,,,,,
263efc50-d8c3-4e79-9d74-134038d0d84e,,,,,,,,,,,,,,,,,
2640838b-fcf8-4af6-9083-4b8105975f37,,,,,,,,,,,,,,,,,
26427b10-ea2d-4d63-bda1-fd0c49f1b601,,,,,,,,,,,,,,,,,
26431a89-bfb3-4419-bb64-9d187b276c54,,,,,,,,,,,,,,,,,
2648cfa2-721b-41cd-aa61-bc210bc2c75d,,,,,,,,,,,,,,,,,
264a00b6-2217-485e-b755-6d18ee1b0305,,,,,,,,,,,,,,,,,
264c6856-9fc7-4ab3-a82d-b8f596210a36,,,,,,,,,,,,,,,,,
2651cb84-554b-4be1-bc3e-52d4af53251e,,,,,,,,,,,,,,,,,
26547dda-755d-4dd0-80e6-15ae1dae20bd,,,,,,,,,,,,,,,,,
2655b13c-89d4-4a85-8fc8-0252ae719c72,,,,,,,,,,,,,,,,,
2656bb78-126e-485b-af2a-2108c0b1380e,,,,,,,,,,,,,,,,,
2658a4c8-fcf2-472e-94c7-cc6041069a1e,,,,,,,,,,,,,,,,,
265d6401-4c47-4a85-af1b-8f20a8cd54c4,,,,,,,,,,,,,,,,,
265d7e97-e799-4f86-b362-f015880fe9d8,,,,,,,,,,,,,,,,,
265d85bb-8645-4ce9-ab37-61de13f57bb1,,,,,,,,,,,,,,,,,
2661c34c-6a4c-46a5-a1cc-6da12c287936,,,,,,,,,,,,,,,,,
2663583d-ffdf-4d0b-9b17-599c149aae59,,,,,,,,,,,,,,,,,
2663fb69-76d7-4a45-86c5-d3412ebff587,,,,,,,,,,,,,,,,,
266955dd-ad05-4a9c-a069-40058df1536c,,,,,,,,,,,,,,,,,
26695671-ec4f-4fed-9fea-2cc499ed9dc4,,,,,,,,,,,,,,,,,
266981ac-0fc2-48c2-824f-6cdeaf4a95b3,,,,,,,,,,,,,,,,,
266a61bc-643e-412f-aeb9-f91ec5d5ee33,,,,,,,,,,,,,,,,,
266c2726-da4a-4c1d-b76f-7bdbf410e6d8,,,,,,,,,,,,,,,,,
266ff3b3-e4df-48df-a197-43e233ac3c39,,,,,,,,,,,,,,,,,
2670654a-1747-4db7-9827-e5b98cc8a6ae,,,,,,,,,,,,,,,,,
267097a5-f95d-4b06-bbd3-1fdcc2dd33a2,,,,,,,,,,,,,,,,,
2674458c-bd28-427a-b0b5-152466d18fbc,,,,,,,,,,,,,,,,,
2674655f-53ab-44d2-b38f-378360ad31fd,,,,,,,,,,,,,,,,,
26771f65-1c4d-4665-a332-77753f12de4e,,,,,,,,,,,,,,,,,
267b983d-aa33-4dbb-a350-4521853c9a71,,,,,,,,,,,,,,,,,
267d0b37-f5cb-47c7-adb2-ca8136cae065,,,,,,,,,,,,,,,,,
267e7ec0-248f-4453-8f37-c59cb485a83a,,,,,,,,,,,,,,,,,
26819deb-8aa4-44d0-8b4f-a10362b1dae1,,,,,,,,,,,,,,,,,
268321f6-3b59-45b1-a571-a5b6c80f48e9,,,,,,,,,,,,,,,,,
26852a3a-924c-42ef-ac9f-7756e63aa925,,,,,,,,,,,,,,,,,
268ae89c-14d3-4d73-b252-4d33de84da25,,,,,,,,,,,,,,,,,
268b6b43-61be-497c-b581-1495994fa4cf,,,,,,,,,,,,,,,,,
268c0f1b-473a-468c-8649-58933dc56035,,,,,,,,,,,,,,,,,
268dc11f-1f7d-4ae4-9f9d-4fe7726678f3,,,,,,,,,,,,,,,,,
2693d5c0-1c8c-4c7b-b0d7-dc24d002f5b1,,,,,,,,,,,,,,,,,
2694170f-53c4-4837-9534-e39a0d342bc2,,,,,,,,,,,,,,,,,
2698ba5f-e5b7-4950-b404-a06029f1b507,,,,,,,,,,,,,,,,,
269b3624-32b6-4c77-aae4-5fb63a097575,,,,,,,,,,,,,,,,,
26a180cb-fdab-4ac6-a247-177e8de71702,,,,,,,,,,,,,,,,,
26a1dc0b-ad26-4a24-957b-2688fa104f64,,,,,,,,,,,,,,,,,
26a35c1a-f5de-4f55-b61f-7e77ed792ff8,,,,,,,,,,,,,,,,,
26a46a7a-2d5e-4f1d-9106-83b99cd4d7ba,,,,,,,,,,,,,,,,,
26a62bd4-72fe-4152-93cd-efdab3ed0587,,,,,,,,,,,,,,,,,
26a6d028-a705-4a66-920f-71f7d44769c2,,,,,,,,,,,,,,,,,
26a991d7-d9a7-4550-9614-e19444cc58ee,,,,,,,,,,,,,,,,,
26abc314-26b3-4bbd-bb51-ff47669c1b2b,,,,,,,,,,,,,,,,,
26b1ea39-e76d-47a6-a6a0-b9907ec4342e,,,,,,,,,,,,,,,,,
26b3f1e4-cdd0-4eaf-b57a-ae2ce9494f4c,,,,,,,,,,,,,,,,,
26b517dd-a29c-4f03-b3b0-1e5ec4737d55,,,,,,,,,,,,,,,,,
26b860a8-4ec1-4b74-969c-5f94e25ac9d5,,,,,,,,,,,,,,,,,
26bb6dfe-dc43-4dd5-8075-f65624effcc5,,,,,,,,,,,,,,,,,
26bd79ec-734b-4856-8ce5-2cfa164b481e,,,,,,,,,,,,,,,,,
26bef679-066e-4830-99cc-4e7d3e67f933,,,,,,,,,,,,,,,,,
26bf2b9d-02fd-42a9-968d-025e7ada0a59,,,,,,,,,,,,,,,,,
26c0ec55-3a3e-4e24-85bb-719631db50f9,,,,,,,,,,,,,,,,,
26c2c226-f1d4-4e54-8cf6-14e3cccc8163,,,,,,,,,,109,14720,388,227,,,,
26c55797-0700-4411-8a8c-f5f2e73cd6d4,,,,,,,,,,,,,,,,,
26c7242e-699e-4c13-9c98-dc4d03eab8d6,,,,,,,,,,,,,,,,,
26ca5e9a-8078-4a5b-8235-614ba4be7d6f,,,,,,,,,,,,,,,,,
26cad13f-938d-4485-a4a9-a14f0dfa7543,,,,,,,,,,,,,,,,,
26cb0575-b5be-498a-afea-0850be1fc307,,,,,,,,,,,,,,,,,
26cc5acb-89ab-44c6-b49e-65bc46f1d15b,,,,,,,,,,,,,,,,,
26d13cf9-6a2c-41ab-9c98-c01efad787e9,,,,,,,,,,,,,,,,,
26dc0c63-917c-4802-9847-112c270e6043,,,,,,,,,,,,,,,,,
26dc8982-5080-4a5f-b89c-5ef3b74fdcf9,,,,,,,,,,,,,,,,,
26e2668c-2140-4595-93f3-52fc7b0bb404,,,,,,,,,,,,,,,,,
26e4b0bf-f3ba-4676-8610-0179ef22fd93,,,,,,,,,,,,,,,,,
26e78560-8ca9-4391-a43c-1880c57fe405,,,,,,,,,,,,,,,,,
26ea06f8-7a2d-4967-9ffc-952dae0b585a,,,,,,,,,,,,,,,,,
26eb029b-a470-44b6-ae1d-fc6cd754c85c,,,,,,,,,,,,,,,,,
26f02937-7347-4dc0-b492-5810c0822335,,,,,,,,,,,,,,,,,
26f1c15d-2776-41ca-a8c2-2aff0cdeed5c,,,,,,,,,,,,,,,,,
26f495c9-be38-4f04-a8d5-07f63596877f,,,,,,,,,,,,,,,,,
26f6deaf-c5ec-4aa6-96a8-d03e206362f0,,,,,,,,,,,,,,,,,
26fa1bb1-4507-4913-b8da-5467df11c989,,,,,,,,,,,,,,,,,
2701c552-d2d5-4591-a38d-e1240e442c66,,,,,,,,,,,,,,,,,
2703e680-16e1-4ed4-b496-e1aca22f70ee,,,,,,,,,,,,,,,,,
2704d7ad-0836-4313-b449-0978d83a6601,,,,,,,,,,,,,,,,,
270ce047-ff3c-4900-bd92-5a3c02342a68,,,,,,,,,,,,,,,,,
270e0287-0c38-4ad9-a69b-c0ba6373ecf2,,,,,,,,,,,,,,,,,
270f5731-db72-4e35-a4f8-eb5c06a48f0d,,,,,,,,,,,,,,,,,
271124c9-115a-4047-a43e-40b9e4694802,,,,,,,,,,,,,,,,,
27168cd2-10b1-4c87-bcca-56368e6a278e,,,,,,,,,,,,,,,,,
271734e3-1a63-45be-879f-a21746eea72a,,,,,,,,,,,,,,,,,
271844eb-3082-4f70-868c-8c9bc38f4e78,,,,,,,,,,,,,,,,,
271d9d3c-b99a-4190-b22a-e17a71d73b2d,,,,,,,,,,,,,,,,,
27241baf-2181-4dba-9758-04d806d1de5f,,,,,,,,,,,,,,,,,
2725bc7b-1ad7-4456-9036-a062660bddd5,,,,,,,,,,111,12175,101,212,,,,
2729afa7-3f67-4d7a-b46b-91f7f4be58cd,,,,,,,,,,,,,,,,,
272d0e63-3a88-44cb-a72d-07cd5f9693e0,,,,,,,,,,,,,,,,,
272df705-e92f-4dc3-877e-1f087b256010,,,,,,,,,,,,,,,,,
2732cc0f-bd35-4745-a72e-97aa7c3eb141,,,,,,,,,,,,,,,,,
2732d995-da16-4fd2-a4c0-58b40bbcec95,,,,,,,,,,,,,,,,,
2739d736-5947-42d1-99ae-4e94c1de2f7a,,,,,,,,,,,,,,,,,
273a3d8b-6311-4410-9573-88b94f9cb8f7,,,,,,,,,,,,,,,,,
273b56a9-07ca-4f07-997e-8e937ba9717e,,,,,,,,,,,,,,,,,
273f3103-a3fc-456d-b1e8-d0c03257fcb5,,,,,,,,,,,,,,,,,
2745ce30-155f-4f96-9fe6-da080cf34eda,,,,,,,,,,,,,,,,,
27493b67-37ac-4112-a054-a8857a727ba4,,,,,,,,,,,,,,,,,
274990e1-fe85-422d-b297-3b5bfbcf2120,,,,,,,,,,,,,,,,,
274ba976-40b4-455b-a338-56a25d6ab245,,,,,,,,,,,,,,,,,
274cf555-49ec-4b4f-9de7-f90591b58c66,,,,,,,,,,,,,,,,,
2753a24e-4df1-4881-b021-26b10f81de63,,,,,,,,,,,,,,,,,
27544996-c283-46f6-b231-247915ad967c,,,,,,,,,,,,,,,,,
2756983d-949d-4d56-8992-e2b68cd15568,,,,,,,,,,,,,,,,,
2757923c-4f9f-45fa-b3a8-efed410337c5,,,,,,,,,,,,,,,,,
275bd70d-fc37-4960-b75b-5f8e63cbd7b5,,,,,,,,,,,,,,,,,
2766b5d6-d7db-46b6-9529-9c9313df1bb2,,,,,,,,,,,,,,,,,
27691e12-f478-45bc-848d-cfa9b0ab46f3,,,,,,,,,,,,,,,,,
27734c26-d4a4-4b01-b29b-8ae1dad0c933,,,,,,,,,,,,,,,,,
277359c1-2ba3-4b56-bd14-e0fe5c2ab8b1,,,,,,,,,,,,,,,,,
2774c505-c275-445d-93fa-010de389f3c0,,,,,,,,,,,,,,,,,
277ce039-372a-4f26-aeed-6b5fb7d93365,,,,,,,,,,,,,,,,,
277d7a28-e6f3-4e6e-993e-34f346ba1e69,,,,,,,,,,,,,,,,,
27831d23-2bd2-4da2-bd46-168cca663533,,,,,,,,,,,,,,,,,
2783a77d-04dc-4a3b-9961-263b967b5be4,,,,,,,,,,,,,,,,,
2786dd1b-87ca-441e-a676-d82a162c54d6,,,,,,,,,,,,,,,,,
27897a33-bb51-4802-8cff-40e79b413293,,,,,,,,,,,,,,,,,
278bb46e-e9ab-4af5-a49d-e41f85f99678,,,,,,,,,,,,,,,,,
278d621b-8581-49ad-b7b4-cdaa271c8dc1,,,,,,,,,,,,,,,,,
278f1f9f-4cf8-4e60-b281-a498a11dab8d,,,,,,,,,,,,,,,,,
278f9383-fb99-4a3d-8b0d-d00c560ce91e,,,,,,,,,,,,,,,,,
2795c967-cdc8-46a2-a68f-6d9c7c19ff0f,,,,,,,,,,,,,,,,,
279970f9-66f3-4a71-899c-6cc2aac41fb6,,,,,,,,,,,,,,,,,
279c8433-69ba-487c-9487-1f6dab5a5ab7,,,,,,,,,,,,,,,,,
27a3d477-0beb-4d2e-9850-99834e9dec57,,,,,,,,,,,,,,,,,
27a521b7-0ac7-4dd6-879b-623b4474554d,,,,,,,,,,,,,,,,,
27a6acd0-a768-4a41-b62e-eb12d3b27932,,,,,,,,,,,,,,,,,
27a8393c-387f-492e-876c-8c052fee5f42,,,,,,,,,,,,,,,,,
27adf9c2-c296-4cb8-bd30-4b0268dfc54c,,,,,,,,,,,,,,,,,
27aed6eb-8d99-4bde-968a-4002fcd3a7ec,,,,,,,,,,,,,,,,,
